timestamp,open,high,low,close,volume
2021-05-07 14:15:00,145.4900,145.5600,145.4700,145.5100,39988
2021-05-07 14:10:00,145.4300,145.5000,145.4000,145.5000,46907
2021-05-07 14:05:00,145.3800,145.4600,145.2638,145.4200,51951
2021-05-07 14:00:00,145.3715,145.4100,145.3575,145.3800,30510
2021-05-07 13:55:00,145.3200,145.4000,145.3050,145.3600,40171
2021-05-07 13:50:00,145.2500,145.3300,145.2453,145.3200,24788
2021-05-07 13:45:00,145.3500,145.3600,145.2362,145.2500,32533
2021-05-07 13:40:00,145.3400,145.4000,145.2800,145.3600,36204
2021-05-07 13:35:00,145.3600,145.4150,145.3100,145.3300,30864
2021-05-07 13:30:00,145.3750,145.3900,145.3300,145.3600,34723
2021-05-07 13:25:00,145.3700,145.3800,145.3000,145.3800,39689
2021-05-07 13:20:00,145.4570,145.4700,145.3600,145.3702,102595
2021-05-07 13:15:00,145.5050,145.5300,145.4100,145.4600,37533
2021-05-07 13:10:00,145.5350,145.5750,145.5000,145.5000,62101
2021-05-07 13:05:00,145.5700,145.6129,145.5300,145.5399,145693
2021-05-07 13:00:00,145.5500,145.6050,145.5450,145.5600,31897
2021-05-07 12:55:00,145.5750,145.5900,145.5100,145.5450,41701
2021-05-07 12:50:00,145.4900,145.6200,145.4550,145.5700,41971
2021-05-07 12:45:00,145.3600,145.5000,145.3600,145.4994,42062
2021-05-07 12:40:00,145.3500,145.3600,145.3000,145.3599,30041
2021-05-07 12:35:00,145.5000,145.5000,145.3150,145.3400,42084
2021-05-07 12:30:00,145.4600,145.5000,145.3900,145.5000,34251
2021-05-07 12:25:00,145.3500,145.5300,145.3500,145.4615,50534
2021-05-07 12:20:00,145.4300,145.4500,145.3500,145.3500,35337
2021-05-07 12:15:00,145.4700,145.4970,145.4000,145.4100,34541
2021-05-07 12:10:00,145.3349,145.5200,145.3300,145.4707,56572
2021-05-07 12:05:00,145.2200,145.3300,145.2000,145.3300,42451
2021-05-07 12:00:00,145.2400,145.2600,145.1900,145.2150,35201
2021-05-07 11:55:00,145.1800,145.2800,145.1800,145.2500,28452
2021-05-07 11:50:00,145.2900,145.2900,145.0800,145.1700,55365
2021-05-07 11:45:00,145.2750,145.3700,145.2600,145.2900,35240
2021-05-07 11:40:00,145.3000,145.3800,145.2600,145.2800,42936
2021-05-07 11:35:00,145.2700,145.4500,145.2300,145.3100,66939
2021-05-07 11:30:00,145.2300,145.2750,145.1800,145.2500,40848
2021-05-07 11:25:00,145.1800,145.2900,145.1600,145.2200,43645
2021-05-07 11:20:00,145.3800,145.3900,145.1800,145.1800,40364
2021-05-07 11:15:00,145.2100,145.4500,145.1900,145.3900,56240
2021-05-07 11:10:00,145.3100,145.3400,145.2000,145.2200,48406
2021-05-07 11:05:00,145.3363,145.3600,145.2300,145.3199,55822
2021-05-07 11:00:00,145.3900,145.4200,145.2600,145.3300,73325
2021-05-07 10:55:00,145.2700,145.4600,145.2500,145.4100,191221
2021-05-07 10:50:00,145.4300,145.4800,145.3000,145.3000,60475
2021-05-07 10:45:00,145.2850,145.4350,145.2250,145.4350,82888
2021-05-07 10:40:00,145.4000,145.4050,145.1000,145.2800,90252
2021-05-07 10:35:00,145.7900,145.7900,145.3600,145.4100,76517
2021-05-07 10:30:00,145.7300,146.0100,145.7000,145.7650,111629
2021-05-07 10:25:00,145.9680,146.0582,145.6550,145.7100,109944
2021-05-07 10:20:00,145.7850,146.1400,145.7850,145.9600,157142
2021-05-07 10:15:00,145.5600,145.8900,145.4700,145.7850,91167
2021-05-07 10:10:00,145.6600,145.6800,145.3950,145.5600,80360
2021-05-07 10:05:00,145.2850,145.7760,145.1000,145.6750,130930
2021-05-07 10:00:00,145.0000,145.3480,144.7800,145.3000,155795
2021-05-07 09:55:00,144.7500,145.0400,144.5700,145.0000,136368
2021-05-07 09:50:00,145.1200,145.1200,144.6400,144.7300,192235
2021-05-07 09:45:00,144.9931,145.4290,144.9400,145.1450,174223
2021-05-07 09:40:00,145.2900,145.3903,144.9000,145.0300,222913
2021-05-07 09:35:00,145.9200,146.0500,144.8700,145.2900,578359
2021-05-07 09:30:00,146.1800,146.1800,145.2700,145.3700,16549
2021-05-07 09:25:00,146.3300,146.3500,145.9600,145.9600,4103
2021-05-07 09:20:00,146.0600,146.0600,145.9000,146.0000,4509
2021-05-07 09:15:00,146.3000,146.3500,145.9600,145.9600,6596
2021-05-07 09:10:00,146.4500,146.6000,146.3500,146.3500,3288
2021-05-07 09:05:00,146.5000,146.6000,146.4026,146.4100,3615
2021-05-07 09:00:00,146.7200,146.7400,146.5100,146.5100,4724
2021-05-07 08:55:00,146.7600,146.7600,146.5000,146.6000,4888
2021-05-07 08:50:00,146.9000,146.9000,146.9000,146.9000,298
2021-05-07 08:45:00,146.9000,146.9000,146.8700,146.8700,1328
2021-05-07 08:40:00,147.0000,147.2400,146.8900,146.8900,7340
